year,state_min_wage,state,lh_employment,federal_min_wage,eff_min_wage,log_min_wage,log_employment,minwage_change
2017,7.25,NC,493.5083333333334,7.25,7.25,1.9810014688665833,6.201539744918065,0.0
2018,7.25,NC,502.8666666666666,7.25,7.25,1.9810014688665833,6.2203250587514205,0.0
2019,7.25,NC,514.8583333333333,7.25,7.25,1.9810014688665833,6.243891781915895,0.0
2020,7.25,NC,420.35833333333335,7.25,7.25,1.9810014688665833,6.041107522134015,0.0
2021,7.25,NC,458.47499999999997,7.25,7.25,1.9810014688665833,6.1279057645828985,0.0
2022,7.25,NC,500.375,7.25,7.25,1.9810014688665833,6.2153578173127375,0.0
2023,7.25,NC,531.1416666666667,7.25,7.25,1.9810014688665833,6.2750287778751686,0.0
2000,5.15,ND,29.25,5.15,5.15,1.6389967146756448,3.3758795736778655,
2001,5.15,ND,29.34166666666667,5.15,5.15,1.6389967146756448,3.3790085763730064,0.0
2002,5.15,ND,29.866666666666664,5.15,5.15,1.6389967146756448,3.396743031312775,0.0
2003,5.15,ND,30.0,5.15,5.15,1.6389967146756448,3.4011973816621555,0.0
2004,5.15,ND,30.724999999999998,5.15,5.15,1.6389967146756448,3.4250766554520986,0.0
2005,5.15,ND,31.183333333333334,5.15,5.15,1.6389967146756448,3.439883764051989,0.0
2006,5.15,ND,31.575,5.15,5.15,1.6389967146756448,3.452365668236555,0.0
2007,5.15,ND,32.86666666666667,5.85,5.85,1.766441661243765,3.4924589729404802,0.6999999999999993
2008,5.85,ND,33.59166666666667,6.55,6.55,1.8794650496471605,3.51427802033512,0.7000000000000002
2009,6.55,ND,33.983333333333334,7.25,7.25,1.9810014688665833,3.5258702083523543,0.7000000000000002
2010,7.25,ND,34.25833333333333,7.25,7.25,1.9810014688665833,3.5339298441158324,0.0
2011,7.25,ND,35.46666666666667,7.25,7.25,1.9810014688665833,3.5685932882394344,0.0
2012,7.25,ND,38.108333333333334,7.25,7.25,1.9810014688665833,3.6404329808760094,0.0
2013,7.25,ND,39.225,7.25,7.25,1.9810014688665833,3.6693142986190965,0.0
2014,7.25,ND,40.65833333333333,7.25,7.25,1.9810014688665833,3.7052038170337913,0.0
2015,7.25,ND,40.775,7.25,7.25,1.9810014688665833,3.7080691485070774,0.0
2016,7.25,ND,40.0,7.25,7.25,1.9810014688665833,3.6888794541139363,0.0
2017,7.25,ND,40.166666666666664,7.25,7.25,1.9810014688665833,3.6930374642626,0.0
2018,7.25,ND,40.358333333333334,7.25,7.25,1.9810014688665833,3.6977978996211833,0.0
2019,7.25,ND,40.425000000000004,7.25,7.25,1.9810014688665833,3.6994484054631704,0.0
2020,7.25,ND,34.31666666666667,7.25,7.25,1.9810014688665833,3.5356311448056887,0.0
2021,7.25,ND,37.041666666666664,7.25,7.25,1.9810014688665833,3.612043405165959,0.0
2022,7.25,ND,39.05833333333333,7.25,7.25,1.9810014688665833,3.66505625514066,0.0
2023,7.25,ND,40.175000000000004,7.25,7.25,1.9810014688665833,3.6932449116235766,0.0
2000,5.15,NE,76.85000000000001,5.15,5.15,1.6389967146756448,4.341855469984605,
2001,5.15,NE,76.71666666666667,5.15,5.15,1.6389967146756448,4.340118981595141,0.0
2002,5.15,NE,77.03333333333333,5.15,5.15,1.6389967146756448,4.344238228612225,0.0
2003,5.15,NE,77.28333333333333,5.15,5.15,1.6389967146756448,4.34747832216936,0.0
2004,5.15,NE,77.55,5.15,5.15,1.6389967146756448,4.350922889622548,0.0
2005,5.15,NE,79.35833333333333,5.15,5.15,1.6389967146756448,4.373973461412,0.0
2006,5.15,NE,80.83333333333333,5.15,5.15,1.6389967146756448,4.392389421709428,0.0
2007,5.15,NE,82.28333333333333,5.85,5.85,1.766441661243765,4.410168576036762,0.6999999999999993
2008,5.85,NE,82.63333333333334,6.55,6.55,1.8794650496471605,4.4144131503730355,0.7000000000000002
2009,6.55,NE,81.35000000000001,7.25,7.25,1.9810014688665833,4.3987608336650466,0.7000000000000002
2010,7.25,NE,80.8,7.25,7.25,1.9810014688665833,4.39197696552705,0.0
2011,7.25,NE,81.84166666666667,7.25,7.25,1.9810014688665833,4.404786486375729,0.0
2012,7.25,NE,84.14999999999999,7.25,7.25,1.9810014688665833,4.432600920636815,0.0
2013,7.25,NE,85.71666666666665,7.25,7.25,1.9810014688665833,4.451047283552815,0.0
2014,7.25,NE,87.02499999999999,7.25,7.25,1.9810014688665833,4.466195433697503,0.0
2015,8.0,NE,88.48333333333333,7.25,8.0,2.0794415416798357,4.482814210361571,0.75
2016,9.0,NE,90.43333333333334,7.25,9.0,2.1972245773362196,4.504612930996776,1.0
2017,9.0,NE,91.89999999999999,7.25,9.0,2.1972245773362196,4.520701029361641,0.0
2018,9.0,NE,92.7,7.25,9.0,2.1972245773362196,4.529368472571809,0.0
2019,9.0,NE,93.93333333333334,7.25,9.0,2.1972245773362196,4.54258531079647,0.0
2020,9.0,NE,79.51666666666667,7.25,9.0,2.1972245773362196,4.3759666432940065,0.0
2021,9.0,NE,86.71666666666665,7.25,9.0,2.1972245773362196,4.462646099068203,0.0
2022,9.0,NE,92.35833333333333,7.25,9.0,2.1972245773362196,4.525675938993607,0.0
2023,10.5,NE,97.06666666666666,7.25,10.5,2.3513752571634776,4.575398027654421,1.5
2000,5.15,NH,58.225,5.15,5.15,1.6389967146756448,4.0643148157704045,
2001,5.15,NH,59.46666666666667,5.15,5.15,1.6389967146756448,4.085415931477799,0.0
2002,5.15,NH,60.833333333333336,5.15,5.15,1.6389967146756448,4.108137884354437,0.0
2003,5.15,NH,61.5,5.15,5.15,1.6389967146756448,4.119037174812473,0.0
2004,5.15,NH,63.80833333333334,5.15,5.15,1.6389967146756448,4.155883798331078,0.0
2005,5.15,NH,63.28333333333333,5.15,5.15,1.6389967146756448,4.1476219980097015,0.0
2006,5.15,NH,63.86666666666667,5.15,5.15,1.6389967146756448,4.156797576868651,0.0
2007,5.15,NH,63.975,5.85,5.85,1.766441661243765,4.158492382045853,0.6999999999999993
2008,6.5,NH,63.699999999999996,6.55,6.55,1.8794650496471605,4.154184562578117,0.7000000000000002
2009,7.25,NH,62.1,7.25,7.25,1.9810014688665833,4.128745988939433,0.7000000000000002
2010,7.25,NH,62.44166666666666,7.25,7.25,1.9810014688665833,4.134232787582265,0.0
2011,7.25,NH,63.24166666666667,7.25,7.25,1.9810014688665833,4.146963366621867,0.0
2012,7.25,NH,64.54166666666667,7.25,7.25,1.9810014688665833,4.167311010068923,0.0
2013,7.25,NH,66.2,7.25,7.25,1.9810014688665833,4.192680462942962,0.0
2014,7.25,NH,67.08333333333333,7.25,7.25,1.9810014688665833,4.205935627630563,0.0
2015,7.25,NH,68.53333333333333,7.25,7.25,1.9810014688665833,4.2273202449129,0.0
2016,7.25,NH,69.825,7.25,7.25,1.9810014688665833,4.2459921118312405,0.0
2017,7.25,NH,70.88333333333334,7.25,7.25,1.9810014688665833,4.261035333031533,0.0
2018,7.25,NH,72.14166666666667,7.25,7.25,1.9810014688665833,4.278631778433728,0.0
2019,7.25,NH,73.34166666666667,7.25,7.25,1.9810014688665833,4.2951288875917655,0.0
2020,7.25,NH,57.208333333333336,7.25,7.25,1.9810014688665833,4.046699575420026,0.0
2021,7.25,NH,65.05,7.25,7.25,1.9810014688665833,4.1751562049585145,0.0
2022,7.25,NH,70.75,7.25,7.25,1.9810014688665833,4.259152536523347,0.0
2023,7.25,NH,73.81666666666666,7.25,7.25,1.9810014688665833,4.301584541701097,0.0
2000,5.15,NJ,303.075,5.15,5.15,1.6389967146756448,5.713980299632647,
2001,5.15,NJ,304.0,5.15,5.15,1.6389967146756448,5.717027701406222,0.0
2002,5.15,NJ,311.075,5.15,5.15,1.6389967146756448,5.740034040661695,0.0
2003,5.15,NJ,321.39166666666665,5.15,5.15,1.6389967146756448,5.7726605247366125,0.0
2004,5.15,NJ,325.43333333333334,5.15,5.15,1.6389967146756448,5.785157627563516,0.0
2005,5.15,NJ,333.2416666666667,5.15,5.15,1.6389967146756448,5.808867952494594,0.0
2006,6.15,NJ,338.27500000000003,5.15,6.15,1.8164520818184267,5.823859174149708,1.0
2007,7.15,NJ,339.9166666666667,5.85,7.15,1.9671123567059163,5.828700489529558,1.0
2008,7.15,NJ,342.27500000000003,6.55,7.15,1.9671123567059163,5.83561450751982,0.0
2009,7.15,NJ,334.175,7.25,7.25,1.9810014688665833,5.811664807857537,0.09999999999999964
2010,7.25,NJ,334.1666666666667,7.25,7.25,1.9810014688665833,5.811639870512614,0.0
2011,7.25,NJ,335.7416666666667,7.25,7.25,1.9810014688665833,5.81634201504072,0.0
2012,7.25,NJ,345.8,7.25,7.25,1.9810014688665833,5.84586057324919,0.0
2013,7.25,NJ,353.25,7.25,7.25,1.9810014688665833,5.867176021564637,0.0
2014,8.25,NJ,356.8333333333333,7.25,8.25,2.1102132003465894,5.877268819361627,1.0
2015,8.38,NJ,359.9166666666667,7.25,8.38,2.125847914493992,5.885872523172701,0.13000000000000078
2016,8.38,NJ,369.75,7.25,8.38,2.125847914493992,5.912827101590909,0.0
2017,8.44,NJ,376.30833333333334,7.25,8.44,2.1329823086078656,5.930408842805509,0.05999999999999872
2018,8.6,NJ,387.31666666666666,7.25,8.6,2.151762203259462,5.959242618558065,0.16000000000000014
2019,10.0,NJ,394.85833333333335,7.25,10.0,2.302585092994046,5.978527050781875,1.4000000000000004
2020,11.0,NJ,283.39166666666665,7.25,11.0,2.3978952727983707,5.6468299219783304,1.0
2021,12.0,NJ,330.675,7.25,12.0,2.4849066497880004,5.801136019912111,1.0
2022,13.0,NJ,377.5,7.25,13.0,2.5649493574615367,5.933570568689079,1.0
2023,14.13,NJ,398.5416666666667,7.25,14.13,2.6483001966964363,5.987812051526408,1.1300000000000008
2000,4.25,NM,77.18333333333334,5.15,5.15,1.6389967146756448,4.346183544258651,
2001,4.25,NM,78.425,5.15,5.15,1.6389967146756448,4.362142754076742,0.0
2002,4.25,NM,80.01666666666667,5.15,5.15,1.6389967146756448,4.38223494630884,0.0
2003,4.25,NM,81.52499999999999,5.15,5.15,1.6389967146756448,4.400909721675383,0.0
2004,5.15,NM,82.575,5.15,5.15,1.6389967146756448,4.413706971276853,0.0
2005,5.15,NM,83.825,5.15,5.15,1.6389967146756448,4.428731292352293,0.0
2006,5.15,NM,86.61666666666667,5.15,5.15,1.6389967146756448,4.461492252786341,0.0
2007,5.15,NM,87.80833333333334,5.85,5.85,1.766441661243765,4.475156408817481,0.6999999999999993
2008,6.5,NM,86.79166666666667,6.55,6.55,1.8794650496471605,4.463510610913026,0.7000000000000002
2009,7.5,NM,84.175,7.25,7.5,2.0149030205422647,4.432897965047138,0.9500000000000002
2010,7.5,NM,83.63333333333334,7.25,7.5,2.0149030205422647,4.426442164704267,0.0
2011,7.5,NM,84.575,7.25,7.5,2.0149030205422647,4.437638714666773,0.0
2012,7.5,NM,86.19166666666666,7.25,7.5,2.0149030205422647,4.456573498595757,0.0
2013,7.5,NM,88.47500000000001,7.25,7.5,2.0149030205422647,4.482720026231527,0.0
2014,7.5,NM,90.90833333333335,7.25,7.5,2.0149030205422647,4.509851672815711,0.0
2015,7.5,NM,93.075,7.25,7.5,2.0149030205422647,4.53340561975878,0.0
2016,7.5,NM,95.54166666666667,7.25,7.5,2.0149030205422647,4.559562452509959,0.0
2017,7.5,NM,96.31666666666666,7.25,7.5,2.0149030205422647,4.567641374095677,0.0
2018,7.5,NM,97.81666666666666,7.25,7.5,2.0149030205422647,4.583094978336233,0.0
2019,7.5,NM,99.7,7.25,7.5,2.0149030205422647,4.602165676967792,0.0
2020,9.0,NM,78.54166666666667,7.25,9.0,2.1972245773362196,4.363629269534165,1.5
2021,10.5,NM,85.96666666666665,7.25,10.5,2.3513752571634776,4.4539596242191895,1.5
2022,11.5,NM,95.30833333333334,7.25,11.5,2.4423470353692043,4.557117249999171,1.0
2023,12.0,NM,99.89166666666667,7.25,12.0,2.4849066497880004,4.604086265425054,0.5
2000,5.15,NV,304.65833333333336,5.15,5.15,1.6389967146756448,5.719190930114366,
2001,5.15,NV,304.53333333333336,5.15,5.15,1.6389967146756448,5.718780550233636,0.0
2002,5.15,NV,297.625,5.15,5.15,1.6389967146756448,5.695834304807027,0.0
2003,5.15,NV,303.71666666666664,5.15,5.15,1.6389967146756448,5.7160952492639545,0.0
2004,5.15,NV,312.53333333333336,5.15,5.15,1.6389967146756448,5.744711130154639,0.0
2005,5.15,NV,327.01666666666665,5.15,5.15,1.6389967146756448,5.790011137998001,0.0
2006,5.15,NV,336.9583333333333,5.15,5.15,1.6389967146756448,5.8199592827478765,0.0
2007,6.15,NV,339.30833333333334,5.85,6.15,1.8164520818184267,5.826909231857972,1.0
2008,6.33,NV,332.6333333333333,6.55,6.55,1.8794650496471605,5.807040782222157,0.39999999999999947
2009,6.85,NV,308.10833333333335,7.25,7.25,1.9810014688665833,5.730451452732248,0.7000000000000002
2010,7.55,NV,308.97499999999997,7.25,7.55,2.0215475632609334,5.733260367475799,0.2999999999999998
2011,8.25,NV,315.5083333333333,7.25,8.25,2.1102132003465894,5.754185094733346,0.7000000000000002
2012,8.25,NV,317.18333333333334,7.25,8.25,2.1102132003465894,5.759479945294927,0.0
2013,8.25,NV,323.925,7.25,8.25,2.1102132003465894,5.780512007514875,0.0
2014,8.25,NV,335.65833333333336,7.25,8.25,2.1102132003465894,5.816093777525793,0.0
2015,8.25,NV,340.8833333333333,7.25,8.25,2.1102132003465894,5.831540287756066,0.0
2016,8.25,NV,345.125,7.25,8.25,2.1102132003465894,5.843906670250319,0.0
2017,8.25,NV,349.69166666666666,7.25,8.25,2.1102132003465894,5.857051813835912,0.0
2018,8.25,NV,352.7166666666667,7.25,8.25,2.1102132003465894,5.865665090638353,0.0
2019,8.25,NV,355.9916666666666,7.25,8.25,2.1102132003465894,5.874907322338353,0.0
2020,9.0,NV,257.76666666666665,7.25,9.0,2.1972245773362196,5.55205478294688,0.75
2021,9.75,NV,295.05833333333334,7.25,9.75,2.277267285009756,5.6871730769048146,0.75
2022,9.5,NV,336.45,7.25,9.5,2.2512917986064953,5.818449549634327,-0.25
2023,9.5,NV,348.325,7.25,9.5,2.2512917986064953,5.853135951999655,0.0
2000,4.25,NY,639.9583333333334,5.15,5.15,1.6389967146756448,6.461403070067683,
2001,5.15,NY,639.6,5.15,5.15,1.6389967146756448,6.460842980959799,0.0
2002,5.15,NY,642.4666666666666,5.15,5.15,1.6389967146756448,6.4653149347490775,0.0
2003,5.15,NY,649.4333333333333,5.15,5.15,1.6389967146756448,6.476100187783731,0.0
2004,5.15,NY,665.6750000000001,5.15,5.15,1.6389967146756448,6.500801563447514,0.0
2005,6.0,NY,672.7666666666667,5.15,6.0,1.791759469228055,6.511398563237964,0.8499999999999996
2006,6.75,NY,682.7083333333334,5.15,6.75,1.9095425048844386,6.52606773078497,0.75
2007,7.15,NY,703.8916666666668,5.85,7.15,1.9671123567059163,6.556624461741147,0.40000000000000036
2008,7.15,NY,720.1833333333334,6.55,7.15,1.9671123567059163,6.579505809227109,0.0
2009,7.15,NY,715.1166666666667,7.25,7.25,1.9810014688665833,6.572445699546375,0.09999999999999964
2010,7.25,NY,738.2083333333334,7.25,7.25,1.9810014688665833,6.604226079252491,0.0
2011,7.25,NY,770.3249999999999,7.25,7.25,1.9810014688665833,6.6468125037199774,0.0
2012,7.25,NY,806.9499999999999,7.25,7.25,1.9810014688665833,6.693261708481831,0.0
2013,7.25,NY,842.5916666666667,7.25,7.25,1.9810014688665833,6.736482459473065,0.0
2014,8.0,NY,874.3166666666666,7.25,8.0,2.0794415416798357,6.773442628874494,0.75
2015,8.75,NY,901.0166666666668,7.25,8.75,2.169053700369523,6.803523755402477,0.75
2016,9.0,NY,921.7916666666666,7.25,9.0,2.1972245773362196,6.826319239962041,0.25
2017,9.7,NY,950.7583333333333,7.25,9.7,2.272125885509337,6.857259911780036,0.6999999999999993
2018,10.4,NY,960.0500000000001,7.25,10.4,2.341805806147327,6.866985366438926,0.7000000000000011
2019,11.1,NY,962.4583333333334,7.25,11.1,2.4069451083182885,6.8694907751816086,0.6999999999999993
2020,11.8,NY,635.4499999999999,7.25,11.8,2.468099531471619,6.454333409328079,0.7000000000000011
2021,12.5,NY,725.9666666666667,7.25,12.5,2.5257286443082556,6.587504100088453,0.6999999999999993
2022,13.2,NY,866.375,7.25,13.2,2.580216829592325,6.7643178402381485,0.6999999999999993
2023,14.2,NY,914.4666666666667,7.25,14.2,2.653241964607215,6.818341017376197,1.0
2000,4.25,OH,483.9916666666666,5.15,5.15,1.6389967146756448,6.182067688937552,
2001,4.25,OH,482.09999999999997,5.15,5.15,1.6389967146756448,6.1781515614115765,0.0
2002,4.25,OH,485.8333333333333,5.15,5.15,1.6389967146756448,6.185865629556537,0.0
2003,4.25,OH,488.35833333333335,5.15,5.15,1.6389967146756448,6.1910494260119115,0.0
2004,4.25,OH,496.14166666666665,5.15,5.15,1.6389967146756448,6.206861504223362,0.0
2005,4.25,OH,499.93333333333334,5.15,5.15,1.6389967146756448,6.214474756199179,0.0
2006,4.25,OH,501.0333333333333,5.15,5.15,1.6389967146756448,6.216672632471071,0.0
2007,6.85,OH,500.5333333333333,5.85,6.85,1.9242486522741338,6.21567419660419,1.6999999999999993
2008,7.0,OH,491.93333333333334,6.55,7.0,1.9459101490553132,6.1983432059561565,0.15000000000000036
2009,7.3,OH,476.69166666666666,7.25,7.3,1.9878743481543455,6.166869880762966,0.2999999999999998
2010,7.3,OH,475.31666666666666,7.25,7.3,1.9878743481543455,6.163981248577802,0.0
2011,7.4,OH,483.5083333333334,7.25,7.4,2.0014800002101243,6.1810685501808775,0.10000000000000053
2012,7.7,OH,500.7083333333333,7.25,7.7,2.0412203288596382,6.2160237625633545,0.2999999999999998
2013,7.85,OH,517.9833333333333,7.25,7.85,2.060513531794317,6.2499430667096805,0.14999999999999947
2014,7.95,OH,526.6750000000001,7.25,7.95,2.0731719286662407,6.266583660012534,0.10000000000000053
2015,8.1,OH,539.4416666666667,7.25,8.1,2.0918640616783932,6.290534654045361,0.14999999999999947
2016,8.1,OH,552.1583333333333,7.25,8.1,2.0918640616783932,6.313834840896379,0.0
2017,8.15,OH,560.9916666666667,7.25,8.15,2.0980179272527715,6.329706050985749,0.05000000000000071
2018,8.3,OH,566.9416666666667,7.25,8.3,2.1162555148025524,6.340256417776738,0.15000000000000036
2019,8.55,OH,570.6833333333333,7.25,8.55,2.145931282948669,6.346834473214579,0.25
2020,8.7,OH,466.27500000000003,7.25,8.7,2.163323025660538,6.144775588823511,0.14999999999999858
2021,8.8,OH,506.4166666666667,7.25,8.8,2.174751721484161,6.227359782347355,0.10000000000000142
2022,9.3,OH,541.9166666666666,7.25,9.3,2.2300144001592104,6.295112238081152,0.5
2023,10.1,OH,565.4333333333333,7.25,10.1,2.312535423847214,6.337592398833567,0.7999999999999989
2000,5.15,OK,125.80833333333334,5.15,5.15,1.6389967146756448,4.83475958478569,
2001,5.15,OK,127.26666666666667,5.15,5.15,1.6389967146756448,4.846284622623537,0.0
2002,5.15,OK,127.05833333333334,5.15,5.15,1.6389967146756448,4.844646298589861,0.0
2003,5.15,OK,126.65833333333335,5.15,5.15,1.6389967146756448,4.841493172414415,0.0
2004,5.15,OK,129.15833333333333,5.15,5.15,1.6389967146756448,4.861039041915005,0.0
2005,5.15,OK,132.45000000000002,5.15,5.15,1.6389967146756448,4.886205215718078,0.0
2006,5.15,OK,135.58333333333334,5.15,5.15,1.6389967146756448,4.909586457431038,0.0
2007,5.15,OK,137.75833333333333,5.85,5.85,1.766441661243765,4.925500942270966,0.6999999999999993
2008,5.85,OK,141.04999999999998,6.55,6.55,1.8794650496471605,4.949114437448006,0.7000000000000002
2009,6.55,OK,140.03333333333333,7.25,7.25,1.9810014688665833,4.941880489507227,0.7000000000000002
2010,7.25,OK,139.15833333333333,7.25,7.25,1.9810014688665833,4.935612373590386,0.0
2011,7.25,OK,143.15833333333333,7.25,7.25,1.9810014688665833,4.9639512438444,0.0
2012,7.25,OK,147.38333333333333,7.25,7.25,1.9810014688665833,4.9930369023536345,0.0
2013,7.25,OK,151.81666666666666,7.25,7.25,1.9810014688665833,5.022673652522709,0.0
2014,7.25,OK,156.175,7.25,7.25,1.9810014688665833,5.050977173379634,0.0
2015,7.25,OK,161.88333333333335,7.25,7.25,1.9810014688665833,5.08687591118023,0.0
2016,7.25,OK,165.19166666666666,7.25,7.25,1.9810014688665833,5.107106415908165,0.0
2017,7.25,OK,167.55833333333334,7.25,7.25,1.9810014688665833,5.121331549343601,0.0
2018,7.25,OK,171.83333333333334,7.25,7.25,1.9810014688665833,5.146525014788905,0.0
2019,7.25,OK,174.29166666666666,7.25,7.25,1.9810014688665833,5.160730141094253,0.0
2020,7.25,OK,156.475,7.25,7.25,1.9810014688665833,5.052896252810765,0.0
2021,7.25,OK,165.80833333333334,7.25,7.25,1.9810014688665833,5.110832502797202,0.0
2022,7.25,OK,173.45000000000002,7.25,7.25,1.9810014688665833,5.155889373415759,0.0
2023,7.25,OK,180.67499999999998,7.25,7.25,1.9810014688665833,5.196699837169045,0.0
2000,6.5,OR,148.14166666666668,5.15,6.5,1.8718021769015913,4.9981690231406395,
2001,6.5,OR,149.57500000000002,5.15,6.5,1.8718021769015913,5.007797939276095,0.0
2002,6.5,OR,149.65,5.15,6.5,1.8718021769015913,5.008299234298708,0.0
2003,6.9,OR,151.54999999999998,5.15,6.9,1.9315214116032138,5.020915603503812,0.40000000000000036
2004,7.05,OR,155.125,5.15,7.05,1.9530276168241774,5.044231243524771,0.14999999999999947
2005,7.25,OR,159.18333333333334,5.15,7.25,1.9810014688665833,5.070056577812637,0.20000000000000018
2006,7.5,OR,165.0,5.15,7.5,2.0149030205422647,5.10594547390058,0.25
2007,7.8,OR,171.85,5.85,7.8,2.0541237336955462,5.1466220032958425,0.2999999999999998
2008,7.95,OR,172.83333333333334,6.55,7.95,2.0731719286662407,5.152327739001472,0.15000000000000036
2009,8.4,OR,162.86666666666667,7.25,8.4,2.128231705849268,5.092931870155531,0.4500000000000002
2010,8.4,OR,162.375,7.25,8.4,2.128231705849268,5.0899084749907635,0.0
2011,8.5,OR,165.64166666666668,7.25,8.5,2.1400661634962708,5.1098268206085535,0.09999999999999964
2012,8.8,OR,170.1,7.25,8.8,2.174751721484161,5.136386499401816,0.3000000000000007
2013,8.95,OR,176.625,7.25,8.95,2.191653532286764,5.1740288410046915,0.14999999999999858
2014,9.1,OR,182.83333333333334,7.25,9.1,2.2082744135228043,5.2085749910471755,0.15000000000000036
2015,9.25,OR,191.525,7.25,9.25,2.224623551524334,5.255018348402885,0.15000000000000036
2016,9.75,OR,199.8083333333333,7.25,9.75,2.277267285009756,5.297358573719725,0.5
2017,10.25,OR,206.39166666666665,7.25,10.25,2.327277705584417,5.3297756581153255,0.5
2018,10.75,OR,211.36666666666667,7.25,10.75,2.3749057545736716,5.353594382037876,0.5
2019,11.25,OR,213.96666666666667,7.25,11.25,2.4203681286504293,5.365820239649623,0.5
2020,12.0,OR,162.04166666666666,7.25,12.0,2.4849066497880004,5.087853503807802,0.75
2021,12.75,OR,174.9333333333333,7.25,12.75,2.545531271604435,5.16440494896177,0.75
2022,13.5,OR,198.79166666666666,7.25,13.5,2.6026896854443837,5.292257375168162,0.75
2023,13.5,OR,207.03333333333333,7.25,13.5,2.6026896854443837,5.332879810897148,0.0
2000,5.15,PA,449.4583333333333,5.15,5.15,1.6389967146756448,6.1080431540274835,
2001,5.15,PA,455.52500000000003,5.15,5.15,1.6389967146756448,6.121450599935942,0.0
2002,5.15,PA,466.675,5.15,5.15,1.6389967146756448,6.145633083918661,0.0
2003,5.15,PA,470.8666666666666,5.15,5.15,1.6389967146756448,6.154574968306712,0.0
2004,5.15,PA,477.325,5.15,5.15,1.6389967146756448,6.1681976005995285,0.0
2005,5.15,PA,484.80833333333334,5.15,5.15,1.6389967146756448,6.183753623826294,0.0
2006,5.15,PA,491.7,5.15,5.15,1.6389967146756448,6.197868774417894,0.0
2007,6.25,PA,499.89166666666665,5.85,6.25,1.8325814637483102,6.214391408279912,1.0999999999999996
2008,7.15,PA,503.3,6.55,7.15,1.9671123567059163,6.2211864137823145,0.9000000000000004
2009,7.15,PA,494.35833333333335,7.25,7.25,1.9810014688665833,6.203260625353551,0.09999999999999964
2010,7.25,PA,500.7833333333333,7.25,7.25,1.9810014688665833,6.216173539146897,0.0
2011,7.25,PA,511.3,7.25,7.25,1.9810014688665833,6.236956502085953,0.0
2012,7.25,PA,524.2083333333334,7.25,7.25,1.9810014688665833,6.2618891880031855,0.0
2013,7.25,PA,532.3083333333333,7.25,7.25,1.9810014688665833,6.277222895388374,0.0
2014,7.25,PA,537.5833333333334,7.25,7.25,1.9810014688665833,6.287083786744241,0.0
2015,7.25,PA,545.475,7.25,7.25,1.9810014688665833,6.301656974708714,0.0
2016,7.25,PA,557.4250000000001,7.25,7.25,1.9810014688665833,6.323327965136435,0.0
2017,7.25,PA,566.7583333333333,7.25,7.25,1.9810014688665833,6.3399329929995805,0.0
2018,7.25,PA,571.9583333333334,7.25,7.25,1.9810014688665833,6.3490661449037145,0.0
2019,7.25,PA,578.0333333333333,7.25,7.25,1.9810014688665833,6.359631537136394,0.0
2020,7.25,PA,424.31666666666666,7.25,7.25,1.9810014688665833,6.050480031820202,0.0
2021,7.25,PA,478.3416666666667,7.25,7.25,1.9810014688665833,6.170325260976645,0.0
2022,7.25,PA,537.2583333333333,7.25,7.25,1.9810014688665833,6.286479046492754,0.0
2023,7.25,PA,561.2583333333333,7.25,7.25,1.9810014688665833,6.330181286756185,0.0
2000,5.65,RI,46.28333333333333,5.15,5.65,1.7316555451583497,3.8347819250846986,
2001,6.15,RI,46.833333333333336,5.15,6.15,1.8164520818184267,3.846595200105691,0.5
2002,6.15,RI,47.96666666666667,5.15,6.15,1.8164520818184267,3.8705063252252123,0.0
2003,6.15,RI,49.0,5.15,6.15,1.8164520818184267,3.8918202981106265,0.0
2004,6.75,RI,49.86666666666667,5.15,6.75,1.9095425048844386,3.909352776872267,0.5999999999999996
2005,6.75,RI,50.225,5.15,6.75,1.9095425048844386,3.916512910700998,0.0
2006,6.75,RI,50.166666666666664,5.15,6.75,1.9095425048844386,3.915350795520821,0.0
2007,7.4,RI,51.475,5.85,7.4,2.0014800002101243,3.9410962529138533,0.6500000000000004
2008,7.4,RI,51.0,6.55,7.4,2.0014800002101243,3.9318256327243257,0.0
2009,7.4,RI,48.958333333333336,7.25,7.4,2.0014800002101243,3.8909695962303137,0.0
2010,7.4,RI,49.5,7.25,7.4,2.0014800002101243,3.901972669574645,0.0
2011,7.4,RI,50.125,7.25,7.4,2.0014800002101243,3.914519885626733,0.0
2012,7.4,RI,51.800000000000004,7.25,7.4,2.0014800002101243,3.9473901492654373,0.0
2013,7.75,RI,53.541666666666664,7.25,7.75,2.0476928433652555,3.9804601669813744,0.34999999999999964
2014,8.0,RI,55.15,7.25,8.0,2.0794415416798357,4.0100567456995115,0.25
2015,9.0,RI,56.291666666666664,7.25,9.0,2.1972245773362196,4.030546507612253,1.0
2016,9.6,RI,57.63333333333333,7.25,9.6,2.2617630984737906,4.054101104021135,0.5999999999999996
2017,9.6,RI,58.26666666666667,7.25,9.6,2.2617630984737906,4.065030174553326,0.0
2018,10.1,RI,59.14166666666667,7.25,10.1,2.312535423847214,4.079935695742937,0.5
2019,10.5,RI,60.074999999999996,7.25,10.5,2.3513752571634776,4.095593781622533,0.40000000000000036
2020,10.5,RI,44.61666666666667,7.25,10.5,2.3513752571634776,3.798107481298252,0.0
2021,11.5,RI,51.4,7.25,11.5,2.4423470353692043,3.9396381724611196,1.0
2022,12.25,RI,57.35833333333333,7.25,12.25,2.505525936990736,4.049318139616318,0.75
